# ct=2 Nx=38
# x_cm y_cm T_keV E_over_aTkeV4 aluminum
1.05 2.35 0.009999886304232892 7.488894827503556e-09 0
1.05 2.45 0.01000043665365581 7.86421624697827e-09 0
1.05 2.55 0.009999689253995431 7.038843863992932e-09 0
1.05 2.65 0.01000007000908511 1.221071740920017e-08 0
1.05 2.75 0.010000088063873 9.154303342781179e-09 0
1.05 2.85 0.009999967166486674 5.948790825016365e-09 0
1.05 2.95 0.01000037760184171 1.159432340523423e-08 0
1.05 3.05 0.01000020789134539 1.181543644348374e-08 0
1.05 3.15 0.01000009156682382 2.043714982552765e-08 0
1.05 3.25 0.01000011499306254 1.183652289453727e-08 0
1.05 3.35 0.009999884817244582 6.176592515076815e-09 0
1.05 3.45 0.01000012299554655 6.721318726852496e-09 0
1.05 3.55 0.01000011548897163 5.066019539619738e-09 0
1.05 3.65 0.01000023917023597 9.258561602726124e-09 0
1.05 3.75 0.009999827409754265 5.636290038511249e-09 0
1.15 0.05 0.01257955017175915 0.001982823536366173 0
1.15 0.15 0.01280288761708225 0.002557760009128524 0
1.15 0.25 0.01261991713842798 0.002005847910273751 0
1.15 0.35 0.01248662595927094 0.002519720953538942 0
1.15 0.45 0.01223278518032534 0.002333143788879711 0
1.15 0.5499999999999999 0.01812761918212357 0.0003762968315181183 1
1.15 0.6499999999999999 0.01062640023578248 5.193857965620855e-05 1
1.15 0.7499999999999999 0.01018781820294772 2.678069948756944e-05 1
1.15 0.85 0.0100661134728069 1.376409619338057e-05 1
1.15 0.95 0.01002477550483559 2.972738635250165e-06 1
1.15 1.05 0.01001299910680997 8.188597670183127e-07 1
1.15 1.15 0.01000962550499963 5.204513460920304e-07 1
1.15 1.25 0.0100043918643712 1.102432979485443e-06 1
1.15 1.35 0.01000255016207476 3.591575168907062e-07 1
1.15 1.45 0.01000084658705504 7.990731986840563e-08 1
1.15 1.55 0.0100001677097167 2.227597265921022e-07 0
1.15 1.65 0.01000010919846574 1.471304465820888e-08 0
1.15 1.75 0.009999777895754253 9.242826739970607e-08 0
1.15 1.85 0.009999840528259658 6.101902151943359e-08 0
1.15 1.95 0.01000011573494021 1.593486346327128e-07 0
1.15 2.05 0.009999985907122384 1.089156700408912e-06 0
1.15 2.15 0.01000002514730682 5.894470171380786e-09 0
1.15 2.25 0.009999995871013429 4.75664590398861e-09 0
1.15 2.35 0.01000009178423568 7.169075992829502e-09 0
1.15 2.45 0.009999776040978365 1.048367404841964e-08 0
