# ct=2.5 Nx=38
# x_cm y_cm T_keV E_over_aTkeV4 aluminum
0.95 1.85 0.01000306775412753 3.792045223072954e-06 0
0.95 1.95 0.01000347406692072 1.225420339759828e-05 0
0.95 2.05 0.01000158037190303 2.882500273689841e-06 0
0.95 2.15 0.01000425456129562 2.245410285477877e-06 0
0.95 2.25 0.01000727172721184 1.864649506599576e-05 0
0.95 2.35 0.01001106621106785 1.547395850554568e-08 0
0.95 2.45 0.01000453750740661 3.783144530290749e-05 0
0.95 2.55 0.01000008554365963 1.218012347827366e-06 0
0.95 2.65 0.009999979123347064 2.216269913180077e-09 0
0.95 2.75 0.01000000557427385 2.661225605425183e-09 0
0.95 2.85 0.01000003025281217 6.764029186744734e-09 0
0.95 2.95 0.009999932215141744 1.539735834056713e-08 0
0.95 3.05 0.01000002944864477 7.183302898456817e-09 0
0.95 3.15 0.01000012328372137 1.636684937668913e-08 0
0.95 3.25 0.00999991793230905 1.218863695272046e-08 0
0.95 3.35 0.01000007542790428 3.567933902481629e-09 0
0.95 3.45 0.009999969295510742 5.542175683497023e-09 0
0.95 3.55 0.01000008095417528 1.135966603714243e-08 0
0.95 3.65 0.009999497709092826 1.481915736071605e-08 0
0.95 3.75 0.01000036056106936 1.010449672171659e-08 0
1.05 0.05 0.01583763118421373 0.002799884454560634 0
1.05 0.15 0.01603070433978169 0.00385141177812319 0
1.05 0.25 0.01550416371306302 0.00225419768845917 0
1.05 0.35 0.01527289116696436 0.002980424426668671 0
1.05 0.45 0.01484746574393297 0.002839341408092811 0
1.05 0.5499999999999999 0.02744154279285117 0.0008431089914384969 1
1.05 0.6499999999999999 0.01173940944525026 0.00016271992469695 1
1.05 0.7499999999999999 0.01055665468521384 5.60501684014505e-05 1
1.05 0.85 0.01022632879256625 1.952738435547502e-05 1
1.05 0.95 0.01009140204917406 1.201550948656863e-05 1
1.05 1.05 0.01005118741920493 3.568240049023163e-05 1
1.05 1.15 0.01004203541296231 4.158518932876394e-06 1
1.05 1.25 0.01002363156284912 2.599022217871449e-06 1
1.05 1.35 0.01001223758402204 8.290329405648514e-06 1
1.05 1.45 0.0100086623161394 1.290813910751048e-06 1
1.05 1.55 0.01000201540961911 5.414434102824009e-07 0
1.05 1.65 0.01000289773555764 1.901998371254334e-06 0
1.05 1.75 0.0100029758530026 5.690362194261737e-06 0
1.05 1.85 0.01000303700909257 3.083674029155355e-06 0
1.05 1.95 0.0100029853762328 5.642909556505336e-07 0
1.05 2.05 0.01000111103110925 3.31487245820864e-06 0
1.05 2.15 0.01000032236945771 3.784307571316891e-06 0
1.05 2.25 0.01000034595790979 5.166599065036906e-07 0
1.05 2.35 0.0100002639772049 1.038990503349452e-08 0
1.05 2.45 0.01000078807171491 1.174848056543518e-06 0
1.05 2.55 0.01000007396973914 3.765582631836159e-07 0
1.05 2.65 0.01000001857740486 7.847562705004613e-09 0
1.05 2.75 0.009999983757226123 2.47083438200871e-08 0
1.05 2.85 0.01000010384300922 9.8846913990396e-09 0
1.05 2.95 0.01000023853881572 1.572679289184746e-08 0
1.05 3.05 0.01000001451297607 3.238004861768798e-09 0
1.05 3.15 0.01000023954754482 4.573700091986182e-09 0
1.05 3.25 0.01000019321855973 1.681815043653799e-08 0
1.05 3.35 0.009999768868926968 1.614454461526941e-08 0
1.05 3.45 0.01000011395316549 1.639588517274418e-08 0
1.05 3.55 0.01000006598864247 6.28082137921732e-09 0
1.05 3.65 0.01000016253074478 9.506098326124696e-09 0
1.05 3.75 0.009999687278935316 7.048821783318572e-09 0
1.15 0.05 0.01449944175758551 0.002686144983641276 0
1.15 0.15 0.01477947478279807 0.002810349240202737 0
1.15 0.25 0.01439205483122636 0.003166623607591944 0
1.15 0.35 0.01437486745474789 0.002705686240887593 0
1.15 0.45 0.0137746798727786 0.00261517313742757 0
1.15 0.5499999999999999 0.02425597693293166 0.0002784951411678006 1
1.15 0.6499999999999999 0.01127134976460838 0.0001614863884303334 1
1.15 0.7499999999999999 0.01036329756114206 3.373777693352211e-05 1
1.15 0.85 0.01016071395147518 7.65305816166597e-06 1
1.15 0.95 0.01007172329161016 2.626347759735332e-06 1
1.15 1.05 0.01003384964997931 2.788995246852407e-06 1
1.15 1.15 0.01001816392423349 5.947435630689264e-07 1
1.15 1.25 0.01001180597501217 1.320163930896955e-05 1
1.15 1.35 0.01000591534726837 1.395498500920639e-07 1
1.15 1.45 0.01000258686244195 8.545724228561021e-07 1
1.15 1.55 0.01000069293374807 1.262055329362252e-08 0
1.15 1.65 0.01000091092749912 2.00336649382006e-07 0
1.15 1.75 0.01000070275575439 2.818925772296141e-06 0
1.15 1.85 0.01000056321906641 6.438471931783739e-07 0
1.15 1.95 0.01000145908162921 1.160917603195123e-06 0
1.15 2.05 0.01000079196350669 1.147009243031555e-06 0
1.15 2.15 0.01000022933749335 7.847315143808669e-06 0
1.15 2.25 0.009999834659180213 8.644002945711868e-07 0
1.15 2.35 0.0100000945836959 2.70055567906773e-09 0
1.15 2.45 0.009999448633352021 7.665549431297654e-08 0
